IDINDEX,LATITUDE,LONGITUDE,MASL,SECONDS,STEPLENGTH,DATETIME,TrailRank
2316288,-14.55056,-72.990596,4799.222,2,2.236724,2007/07/23 19:43:04+00,1
2316289,-14.55054,-72.990593,4799.241,2,2.223762,2007/07/23 19:43:06+00,1
2316290,-14.55052,-72.990591,4799.1,2,1.106643,2007/07/23 19:43:08+00,1
2316291,-14.55051,-72.990591,4799.225,2,2.236823,2007/07/23 19:43:10+00,1
2316292,-14.55049,-72.990588,4800.103,2,3.363343,2007/07/23 19:43:12+00,1
2316293,-14.55046,-72.990583,4800.649,2,2.236838,2007/07/23 19:43:14+00,1
2316294,-14.55044,-72.99058,4801.013,2,2.215859,2007/07/23 19:43:16+00,1
2316295,-14.55042,-72.990579,4800.851,2,2.236838,2007/07/23 19:43:18+00,1
2316296,-14.5504,-72.990576,4800.886,2,2.223763,2007/07/23 19:43:20+00,1
2316297,-14.55038,-72.990578,4800.785,2,2.223762,2007/07/23 19:43:22+00,1
2316298,-14.55036,-72.990576,4800.484,2,2.213285,2007/07/23 19:43:24+00,1
2316299,-14.55034,-72.990576,4800.639,2,2.277902,2007/07/23 19:43:26+00,1
2316300,-14.55032,-72.990571,4799.611,2,1.106643,2007/07/23 19:43:28+00,1
2316301,-14.55031,-72.990571,4799.375,2,1.33946,2007/07/23 19:43:30+00,1
2316302,-14.5503,-72.990564,4799.449,2,2.338315,2007/07/23 19:43:32+00,1
2316303,-14.55028,-72.990557,4799.143,2,2.215959,2007/07/23 19:43:34+00,1
2316304,-14.55026,-72.990556,4799.037,2,1.339321,2007/07/23 19:43:36+00,1
2316305,-14.55025,-72.990549,4798.979,2,2.338409,2007/07/23 19:43:38+00,1
2316306,-14.55023,-72.990542,4798.742,2,1.621929,2007/07/23 19:43:40+00,1
2316307,-14.55022,-72.990531,4798.917,2,1.12744,2007/07/23 19:43:42+00,1
2316308,-14.55021,-72.990529,4799.251,2,1.12744,2007/07/23 19:43:44+00,1
2316309,-14.5502,-72.990527,4799.262,2,1.281785,2007/07/23 19:43:46+00,1
2316310,-14.55019,-72.990521,4799.206,2,2.215959,2007/07/23 19:43:48+00,1
2316311,-14.55017,-72.99052,4798.89,2,2.23674,2007/07/23 19:43:50+00,1
2316312,-14.55015,-72.990517,4799.359,2,2.305866,2007/07/23 19:43:52+00,1
2316313,-14.55013,-72.990523,4799.904,2,2.254901,2007/07/23 19:43:54+00,1
2316314,-14.55011,-72.990519,4800.231,2,2.416611,2007/07/23 19:43:56+00,1
2316315,-14.55009,-72.99051,4800.455,2,3.404551,2007/07/23 19:43:58+00,1
2316316,-14.55006,-72.990503,4800.595,2,2.461824,2007/07/23 19:44:00+00,1
2316317,-14.55004,-72.990493,4800.574,2,4.611671,2007/07/23 19:44:02+00,1
2316318,-14.55,-72.990481,4800.183,2,3.56301,2007/07/23 19:44:04+00,1
2316319,-14.54997,-72.990469,4800.239,2,2.805902,2007/07/23 19:44:06+00,1
2316320,-14.54995,-72.990453,4800.065,2,3.32692,2007/07/23 19:44:08+00,1
2316321,-14.54992,-72.990455,4799.602,2,2.236838,2007/07/23 19:44:10+00,1
2316322,-14.5499,-72.990452,4799.3,2,2.37534,2007/07/23 19:44:12+00,1
2316323,-14.54988,-72.990444,4798.642,2,3.430104,2007/07/23 19:44:14+00,1
2316324,-14.54985,-72.990436,4798.785,2,3.56301,2007/07/23 19:44:16+00,1
2316325,-14.54982,-72.990424,4798.673,2,2.254881,2007/07/23 19:44:18+00,1
2316326,-14.5498,-72.99042,4799.602,2,2.41652,2007/07/23 19:44:20+00,1
2316327,-14.54978,-72.990411,4798.644,2,3.347822,2007/07/23 19:44:22+00,1
2316328,-14.54975,-72.990407,4798.277,2,2.37534,2007/07/23 19:44:24+00,1
2316329,-14.54973,-72.990399,4797.306,2,1.621923,2007/07/23 19:44:26+00,1
2316330,-14.54972,-72.990388,4796.881,2,2.619524,2007/07/23 19:44:28+00,1
2316331,-14.5497,-72.990375,4796.721,2,2.37534,2007/07/23 19:44:30+00,1
2316332,-14.54968,-72.990367,4796.328,2,2.236838,2007/07/23 19:44:32+00,1
2316333,-14.54966,-72.990364,4795.719,2,2.215859,2007/07/23 19:44:34+00,1
2316334,-14.54964,-72.990363,4795.454,2,2.215959,2007/07/23 19:44:36+00,1
2316335,-14.54962,-72.990362,4795.785,2,2.305835,2007/07/23 19:44:38+00,1
2316336,-14.5496,-72.990356,4795.881,2,1.544901,2007/07/23 19:44:40+00,1
2316337,-14.54959,-72.990346,4795.996,2,2.21586,2007/07/23 19:44:42+00,1
2316338,-14.54957,-72.990347,4796.668,2,2.416611,2007/07/23 19:44:44+00,1
2316339,-14.54955,-72.990338,4796.799,2,3.321627,2007/07/23 19:44:46+00,1
2316340,-14.54952,-72.990339,4796.432,2,2.338409,2007/07/23 19:44:48+00,1
2316341,-14.5495,-72.990332,4796.53,2,2.37534,2007/07/23 19:44:50+00,1
2316342,-14.54948,-72.990324,4796.348,2,1.111826,2007/07/23 19:44:52+00,1
2316343,-14.54947,-72.990323,4797.027,2,2.278024,2007/07/23 19:44:54+00,1
2316344,-14.54945,-72.990318,4796.628,2,3.430078,2007/07/23 19:44:56+00,1
2316345,-14.54942,-72.99031,4796.597,2,2.277927,2007/07/23 19:44:58+00,1
2316346,-14.5494,-72.990305,4795.899,2,1.33946,2007/07/23 19:45:00+00,1
2316347,-14.54939,-72.990298,4795.481,2,3.335588,2007/07/23 19:45:02+00,1
2316348,-14.54936,-72.990295,4795.219,2,1.230867,2007/07/23 19:45:04+00,1
2316349,-14.54935,-72.99029,4795.038,2,2.338409,2007/07/23 19:45:06+00,1
2316350,-14.54933,-72.990283,4794.302,2,2.461824,2007/07/23 19:45:08+00,1
2316351,-14.54931,-72.990273,4793.249,2,2.338315,2007/07/23 19:45:10+00,1
2316352,-14.54929,-72.990266,4793.277,2,2.254901,2007/07/23 19:45:12+00,1
2316353,-14.54927,-72.990262,4793.565,2,2.223762,2007/07/23 19:45:14+00,1
2316354,-14.54925,-72.99026,4793.597,2,1.12744,2007/07/23 19:45:16+00,1
2316355,-14.54924,-72.990258,4793.761,2,3.363441,2007/07/23 19:45:18+00,1
2316356,-14.54921,-72.990253,4793.095,2,1.70229,2007/07/23 19:45:20+00,1
2316357,-14.5492,-72.990241,4792.816,2,1.111827,2007/07/23 19:45:22+00,1
2316358,-14.54919,-72.990242,4793.014,2,-999,2007/07/23 19:45:24+00,1
2316359,-14.54918,-72.990238,4792.495,2,2.236838,2007/07/23 19:45:26+00,2
2316360,-14.54916,-72.990235,4792.064,2,2.563518,2007/07/23 19:45:28+00,2
2316361,-14.54914,-72.990223,4791.84,2,2.215859,2007/07/23 19:45:30+00,2
2316362,-14.54912,-72.990222,4791.67,2,1.127442,2007/07/23 19:45:32+00,2
2316363,-14.54911,-72.990224,4791.548,2,1.127442,2007/07/23 19:45:34+00,2
2316364,-14.5491,-72.990226,4791.026,2,1.111925,2007/07/23 19:45:36+00,2
2316365,-14.54909,-72.990225,4791.06,2,2.416524,2007/07/23 19:45:38+00,2
2316366,-14.54907,-72.990234,4790.306,2,3.32173,2007/07/23 19:45:40+00,2
2316367,-14.54904,-72.990233,4790.637,2,2.223763,2007/07/23 19:45:42+00,2
2316368,-14.54902,-72.990235,4790.59,2,1.15287,2007/07/23 19:45:44+00,2
2316369,-14.54901,-72.990232,4790.57,2,3.363441,2007/07/23 19:45:46+00,2
2316370,-14.54898,-72.990227,4790.307,2,2.215859,2007/07/23 19:45:48+00,2
2316371,-14.54896,-72.990226,4790.287,2,3.430104,2007/07/23 19:45:50+00,2
2316372,-14.54893,-72.990218,4790.191,2,2.461824,2007/07/23 19:45:52+00,2
2316373,-14.54891,-72.990208,4789.089,2,0.754528,2007/07/23 19:45:54+00,2
2316374,-14.54891,-72.990201,4788.153,2,3.525293,2007/07/23 19:45:56+00,2
2316375,-14.54888,-72.99019,4787.061,2,0.431216,2007/07/23 19:45:58+00,2
2316376,-14.54888,-72.990194,4785.994,2,2.338409,2007/07/23 19:46:00+00,2
2316377,-14.54886,-72.990187,4784.788,2,4.427832,2007/07/23 19:46:02+00,2
2316378,-14.54882,-72.990188,4783.727,2,3.382321,2007/07/23 19:46:04+00,2
2316379,-14.54879,-72.990182,4782.704,2,3.363458,2007/07/23 19:46:06+00,2
2316380,-14.54876,-72.990177,4781.98,2,2.236741,2007/07/23 19:46:08+00,2
2316381,-14.54874,-72.99018,4781.136,2,3.32173,2007/07/23 19:46:10+00,2
2316382,-14.54871,-72.990179,4780.232,2,2.619584,2007/07/23 19:46:12+00,2
2316383,-14.54869,-72.990192,4779.554,2,2.563526,2007/07/23 19:46:14+00,2
2316384,-14.54867,-72.990204,4778.871,2,2.510948,2007/07/23 19:46:16+00,2
2316385,-14.54865,-72.990215,4778.686,2,1.111827,2007/07/23 19:46:18+00,2
2316386,-14.54864,-72.990216,4778.145,2,3.32692,2007/07/23 19:46:20+00,2
2316387,-14.54861,-72.990218,4777.17,2,4.459308,2007/07/23 19:46:22+00,2
2316388,-14.54857,-72.990223,4776.125,2,3.525297,2007/07/23 19:46:24+00,2
2316389,-14.54854,-72.990234,4775.718,2,2.678789,2007/07/23 19:46:26+00,2
2316390,-14.54852,-72.990248,4775.038,2,2.223754,2007/07/23 19:46:28+00,2
2316391,-14.5485,-72.99025,4774.414,2,3.347811,2007/07/23 19:46:30+00,2
2316392,-14.54847,-72.990254,4773.865,2,2.510895,2007/07/23 19:46:32+00,2
2316393,-14.54845,-72.990243,4773.685,2,3.382341,2007/07/23 19:46:34+00,2
2316394,-14.54842,-72.990237,4773.074,2,1.339378,2007/07/23 19:46:36+00,2
2316395,-14.54841,-72.99023,4772.556,2,1.12744,2007/07/23 19:46:38+00,2
2316396,-14.5484,-72.990228,4771.813,2,0.215608,2007/07/23 19:46:40+00,2
2316397,-14.5484,-72.990226,4771.42,2,1.106643,2007/07/23 19:46:42+00,2
2316398,-14.54839,-72.990226,4771.101,2,0.107803,2007/07/23 19:46:44+00,2
2316399,-14.54839,-72.990225,4770.827,2,2.236724,2007/07/23 19:46:46+00,2
2316400,-14.54837,-72.990222,4770.626,2,3.404649,2007/07/23 19:46:48+00,2
2316401,-14.54834,-72.990215,4770.99,2,1.871383,2007/07/23 19:46:50+00,2
2316402,-14.54833,-72.990229,4771.026,2,1.402924,2007/07/23 19:46:52+00,2
2316403,-14.54832,-72.990237,4771.531,2,2.223763,2007/07/23 19:46:54+00,2
2316404,-14.54834,-72.990235,4771.682,2,0,2007/07/23 19:46:56+00,2
2316405,-14.54834,-72.990235,4771.478,2,0,2007/07/23 19:46:58+00,2
2316406,-14.54834,-72.990235,4771.332,2,1.106642,2007/07/23 19:47:00+00,2
2316407,-14.54833,-72.990235,4771.249,2,2.223763,2007/07/23 19:47:02+00,2
2316408,-14.54831,-72.990237,4771.167,2,1.111827,2007/07/23 19:47:04+00,2
2316409,-14.5483,-72.990238,4771.132,2,0.215608,2007/07/23 19:47:06+00,2
2316410,-14.5483,-72.990236,4771.114,2,2.305839,2007/07/23 19:47:08+00,2
2316411,-14.54828,-72.990242,4771.16,2,2.254902,2007/07/23 19:47:10+00,2
2316412,-14.54826,-72.990246,4771.371,2,3.347808,2007/07/23 19:47:12+00,2
2316413,-14.54823,-72.990242,4771.611,2,2.278003,2007/07/23 19:47:14+00,2
2316414,-14.54821,-72.990247,4772.116,2,2.740926,2007/07/23 19:47:16+00,2
2316415,-14.54819,-72.990262,4773.066,2,2.375345,2007/07/23 19:47:18+00,2
2316416,-14.54817,-72.99027,4773.633,2,2.741007,2007/07/23 19:47:20+00,2
2316417,-14.54815,-72.990285,4774.024,2,2.416524,2007/07/23 19:47:22+00,2
2316418,-14.54813,-72.990294,4775.286,2,2.619616,2007/07/23 19:47:24+00,2
2316419,-14.54811,-72.990307,4775.844,2,2.33835,2007/07/23 19:47:26+00,2
2316420,-14.54809,-72.990314,4776.242,2,2.678789,2007/07/23 19:47:28+00,2
2316421,-14.54807,-72.990328,4777.079,2,2.305936,2007/07/23 19:47:30+00,2
2316422,-14.54805,-72.990334,4777.309,2,2.254902,2007/07/23 19:47:32+00,2
2316423,-14.54803,-72.990338,4777.358,2,2.338348,2007/07/23 19:47:34+00,2
2316424,-14.54801,-72.990331,4776.956,2,2.223763,2007/07/23 19:47:36+00,2
2316425,-14.54799,-72.990333,4776.591,2,2.236741,2007/07/23 19:47:38+00,2
2316426,-14.54797,-72.990336,4776.238,2,2.305839,2007/07/23 19:47:40+00,2
2316427,-14.54795,-72.990342,4775.949,2,3.382326,2007/07/23 19:47:42+00,2
2316428,-14.54792,-72.990348,4775.321,2,2.215959,2007/07/23 19:47:44+00,2
2316429,-14.5479,-72.990349,4775.327,2,2.375345,2007/07/23 19:47:46+00,2
2316430,-14.54788,-72.990357,4774.843,2,2.619669,2007/07/23 19:47:48+00,2
2316431,-14.54786,-72.99037,4775.157,2,3.563017,2007/07/23 19:47:50+00,2
2316432,-14.54783,-72.990382,4775.331,2,2.423281,2007/07/23 19:47:52+00,2
2316433,-14.54782,-72.990402,4776.747,2,2.327871,2007/07/23 19:47:54+00,2
2316434,-14.54781,-72.990421,4777.497,2,1.785618,2007/07/23 19:47:56+00,2
2316435,-14.5478,-72.990434,4777.595,2,1.077941,2007/07/23 19:47:58+00,2
2316436,-14.5478,-72.990444,4776.671,2,2.80591,2007/07/23 19:48:00+00,2
2316437,-14.54778,-72.99046,4776.783,2,3.487178,2007/07/23 19:48:02+00,2
2316438,-14.54776,-72.990485,4776.759,2,1.871383,2007/07/23 19:48:04+00,2
2316439,-14.54775,-72.990499,4776.16,2,1.621859,2007/07/23 19:48:06+00,2
2316440,-14.54774,-72.99051,4775.939,2,1.959384,2007/07/23 19:48:08+00,2
2316441,-14.54773,-72.990525,4776.415,2,2.416524,2007/07/23 19:48:10+00,2
2316442,-14.54771,-72.990534,4776.201,2,1.785618,2007/07/23 19:48:12+00,2
2316443,-14.5477,-72.990547,4776.126,2,2.461786,2007/07/23 19:48:14+00,2
2316444,-14.54768,-72.990557,4775.717,2,2.51086,2007/07/23 19:48:16+00,2
2316445,-14.54766,-72.990568,4775.494,2,1.281787,2007/07/23 19:48:18+00,2
2316446,-14.54765,-72.990574,4775.501,2,1.127442,2007/07/23 19:48:20+00,2
2316447,-14.54764,-72.990576,4775.188,2,1.111925,2007/07/23 19:48:22+00,2
2316448,-14.54763,-72.990575,4774.746,2,2.277906,2007/07/23 19:48:24+00,2
2316449,-14.54761,-72.99058,4774.383,2,2.338414,2007/07/23 19:48:26+00,2
2316450,-14.54759,-72.990587,4774.289,2,1.402985,2007/07/23 19:48:28+00,2
2316451,-14.54758,-72.990595,4774.562,2,2.375345,2007/07/23 19:48:30+00,2
2316452,-14.54756,-72.990603,4774.534,2,2.416524,2007/07/23 19:48:32+00,2
2316453,-14.54754,-72.990612,4775.071,2,2.678789,2007/07/23 19:48:34+00,2
2316454,-14.54752,-72.990626,4775.346,2,2.233639,2007/07/23 19:48:36+00,2
2316455,-14.54751,-72.990644,4775.781,2,2.678844,2007/07/23 19:48:38+00,2
2316456,-14.54749,-72.990658,4775.111,2,2.236826,2007/07/23 19:48:40+00,2
2316457,-14.54747,-72.990661,4774.725,2,2.563575,2007/07/23 19:48:42+00,2
2316458,-14.54745,-72.990673,4774.952,2,1.402985,2007/07/23 19:48:44+00,2
2316459,-14.54744,-72.990681,4775.183,2,2.236727,2007/07/23 19:48:46+00,2
2316460,-14.54742,-72.990684,4774.843,2,1.152967,2007/07/23 19:48:48+00,2
2316461,-14.54741,-72.990687,4774.746,2,3.347811,2007/07/23 19:48:50+00,2
2316462,-14.54738,-72.990691,4775.341,2,2.51086,2007/07/23 19:48:52+00,2
2316463,-14.54736,-72.990702,4775.241,2,2.461829,2007/07/23 19:48:54+00,2
2316464,-14.54734,-72.990712,4775.366,2,3.49053,2007/07/23 19:48:56+00,2
2316465,-14.54731,-72.990722,4775.369,2,1.281787,2007/07/23 19:48:58+00,2
2316466,-14.5473,-72.990728,4774.983,2,3.347811,2007/07/23 19:49:00+00,2
2316467,-14.54727,-72.990732,4775.246,2,2.305835,2007/07/23 19:49:02+00,2
2316468,-14.54725,-72.990726,4774.54,2,3.319929,2007/07/23 19:49:04+00,2
2316469,-14.54722,-72.990726,4773.853,2,2.223762,2007/07/23 19:49:06+00,2
2316470,-14.5472,-72.990724,4773.446,2,2.236823,2007/07/23 19:49:08+00,2
2316471,-14.54718,-72.990721,4773.082,2,2.236727,2007/07/23 19:49:10+00,2
2316472,-14.54716,-72.990724,4773.555,2,2.416616,2007/07/23 19:49:12+00,2
2316473,-14.54714,-72.990733,4773.445,2,2.21586,2007/07/23 19:49:14+00,2
2316474,-14.54712,-72.990734,4773.323,2,3.363444,2007/07/23 19:49:16+00,2
2316475,-14.54709,-72.990739,4772.991,2,3.404551,2007/07/23 19:49:18+00,2
2316476,-14.54706,-72.990732,4772.871,2,2.305835,2007/07/23 19:49:20+00,2
2316477,-14.54704,-72.990726,4772.813,2,1.18767,2007/07/23 19:49:22+00,2
2316478,-14.54703,-72.990722,4772.707,2,2.215959,2007/07/23 19:49:24+00,2
2316479,-14.54701,-72.990723,4773.205,2,3.382341,2007/07/23 19:49:26+00,2
2316480,-14.54698,-72.990717,4772.416,2,2.305839,2007/07/23 19:49:28+00,2
2316481,-14.54696,-72.990723,4773.35,2,3.347808,2007/07/23 19:49:30+00,2
2316482,-14.54693,-72.990719,4771.754,2,3.319929,2007/07/23 19:49:32+00,2
2316483,-14.5469,-72.990719,4770.95,2,3.321626,2007/07/23 19:49:34+00,2
2316484,-14.54687,-72.990718,4771.655,2,2.305835,2007/07/23 19:49:36+00,2
2316485,-14.54685,-72.990712,4772.047,2,2.338442,2007/07/23 19:49:38+00,2
2316486,-14.54683,-72.990705,4771.923,2,3.404555,2007/07/23 19:49:40+00,2
2316487,-14.5468,-72.990712,4771.422,2,1.127442,2007/07/23 19:49:42+00,2
2316488,-14.54679,-72.990714,4771.528,2,2.338315,2007/07/23 19:49:44+00,2
2316489,-14.54677,-72.990707,4770.692,2,3.363441,2007/07/23 19:49:46+00,2
2316490,-14.54674,-72.990702,4770.489,2,2.277929,2007/07/23 19:49:48+00,2
2316491,-14.54672,-72.990707,4770.935,2,4.431819,2007/07/23 19:49:50+00,2
2316492,-14.54668,-72.990705,4770.135,2,1.187672,2007/07/23 19:49:52+00,2
2316493,-14.54667,-72.990709,4768.861,2,4.611679,2007/07/23 19:49:54+00,2
2316494,-14.54663,-72.990721,4768.491,2,2.215959,2007/07/23 19:49:56+00,2
2316495,-14.54661,-72.990722,4767.915,2,1.54483,2007/07/23 19:49:58+00,2
2316496,-14.5466,-72.990712,4766.911,2,3.321627,2007/07/23 19:50:00+00,2
2316497,-14.54657,-72.990713,4766.625,2,3.363441,2007/07/23 19:50:02+00,2
2316498,-14.54654,-72.990708,4765.639,2,2.277929,2007/07/23 19:50:04+00,2
2316499,-14.54652,-72.990713,4764.516,2,2.305839,2007/07/23 19:50:06+00,2
2316500,-14.5465,-72.990719,4765.209,2,2.416611,2007/07/23 19:50:08+00,2
2316501,-14.54648,-72.99071,4766.003,2,2.21586,2007/07/23 19:50:10+00,2
2316502,-14.54646,-72.990711,4766.49,2,3.363444,2007/07/23 19:50:12+00,2
2316503,-14.54643,-72.990716,4766.384,2,3.692692,2007/07/23 19:50:14+00,2
2316504,-14.5464,-72.990701,4764.058,2,3.792144,2007/07/23 19:50:16+00,2
2316505,-14.54637,-72.990684,4761.897,2,2.37534,2007/07/23 19:50:18+00,2
2316506,-14.54635,-72.990676,4760.983,2,3.326918,2007/07/23 19:50:20+00,2
2316507,-14.54632,-72.990674,4760.787,2,2.37534,2007/07/23 19:50:22+00,2
2316508,-14.5463,-72.990666,4762.036,2,2.461824,2007/07/23 19:50:24+00,2
2316509,-14.54628,-72.990656,4762.876,2,2.277927,2007/07/23 19:50:26+00,2
2316510,-14.54626,-72.990651,4763.141,2,1.281785,2007/07/23 19:50:28+00,2
2316511,-14.54625,-72.990645,4763.488,2,1.12744,2007/07/23 19:50:30+00,2
2316512,-14.54624,-72.990643,4763.259,2,3.430104,2007/07/23 19:50:32+00,2
2316513,-14.54621,-72.990635,4762.961,2,4.877454,2007/07/23 19:50:34+00,2
2316514,-14.54617,-72.990616,4762.203,2,3.845304,2007/07/23 19:50:36+00,2
2316515,-14.54614,-72.990598,4761.249,2,3.490555,2007/07/23 19:50:38+00,2
2316516,-14.54611,-72.990588,4760.892,2,2.277902,2007/07/23 19:50:40+00,2
2316517,-14.54609,-72.990583,4761.344,2,2.56357,2007/07/23 19:50:42+00,2
2316518,-14.54607,-72.990571,4760.025,2,3.56301,2007/07/23 19:50:44+00,2
2316519,-14.54604,-72.990559,4759.453,2,2.37534,2007/07/23 19:50:46+00,2
2316520,-14.54602,-72.990551,4758.879,2,2.278024,2007/07/23 19:50:48+00,2
2316521,-14.546,-72.990546,4758.929,2,1.471601,2007/07/23 19:50:50+00,2
2316522,-14.54599,-72.990537,4758.872,2,3.347822,2007/07/23 19:50:52+00,2
2316523,-14.54596,-72.990533,4758.777,2,2.305835,2007/07/23 19:50:54+00,2
2316524,-14.54594,-72.990527,4758.465,2,1.70229,2007/07/23 19:50:56+00,2
2316525,-14.54593,-72.990515,4758.031,2,0.862333,2007/07/23 19:50:58+00,2
2316526,-14.54593,-72.990507,4757.432,2,0,2007/07/23 19:51:00+00,2
2316527,-14.54593,-72.990507,4757.512,2,0,2007/07/23 19:51:02+00,2
2316528,-14.54593,-72.990507,4757.567,2,0.107803,2007/07/23 19:51:04+00,2
2316529,-14.54593,-72.990506,4757.603,2,0,2007/07/23 19:51:06+00,2
2316530,-14.54593,-72.990506,4757.617,2,1.12744,2007/07/23 19:51:08+00,2
2316531,-14.54592,-72.990504,4757.604,2,0.215608,2007/07/23 19:51:10+00,2
2316532,-14.54592,-72.990502,4757.578,2,0,2007/07/23 19:51:12+00,2
2316533,-14.54592,-72.990502,4757.544,2,1.111836,2007/07/23 19:51:14+00,2
2316534,-14.54591,-72.990501,4757.516,2,0.107803,2007/07/23 19:51:16+00,2
2316535,-14.54591,-72.9905,4757.511,2,0.107704,2007/07/23 19:51:18+00,2
2316536,-14.54591,-72.990499,4757.509,2,0,2007/07/23 19:51:20+00,2
2316537,-14.54591,-72.990499,4757.521,2,0.107803,2007/07/23 19:51:22+00,2
2316538,-14.54591,-72.990498,4757.521,2,0.107804,2007/07/23 19:51:24+00,2
2316539,-14.54591,-72.990497,4757.509,2,1.152965,2007/07/23 19:51:26+00,2
2316540,-14.5459,-72.990494,4757.486,2,4.427832,2007/07/23 19:51:28+00,2
2316541,-14.54586,-72.990495,4755.815,2,3.490523,2007/07/23 19:51:30+00,2
2316542,-14.54583,-72.990485,4754.545,2,3.32173,2007/07/23 19:51:32+00,2
2316543,-14.5458,-72.990484,4753.469,2,1.40292,2007/07/23 19:51:34+00,2
2316544,-14.54579,-72.990476,4753.025,2,0.862333,2007/07/23 19:51:36+00,2
2316545,-14.54579,-72.990468,4753.018,2,1.230867,2007/07/23 19:51:38+00,2
2316546,-14.54578,-72.990463,4753.119,2,0.431216,2007/07/23 19:51:40+00,2
2316547,-14.54578,-72.990459,4753.166,2,1.12744,2007/07/23 19:51:42+00,2
2316548,-14.54577,-72.990457,4753.175,2,0.107803,2007/07/23 19:51:44+00,2
2316549,-14.54577,-72.990456,4753.187,2,0,2007/07/23 19:51:46+00,2
2316550,-14.54577,-72.990456,4753.204,2,0,2007/07/23 19:51:48+00,2
2316551,-14.54577,-72.990456,4753.197,2,0,2007/07/23 19:51:50+00,2
2316552,-14.54577,-72.990456,4753.176,2,0.107804,2007/07/23 19:51:52+00,2
2316553,-14.54577,-72.990455,4753.16,2,1.106643,2007/07/23 19:51:54+00,2
2316554,-14.54578,-72.990455,4753.134,2,0,2007/07/23 19:51:56+00,2
2316555,-14.54578,-72.990455,4753.133,2,0.215608,2007/07/23 19:51:58+00,2
2316556,-14.54578,-72.990453,4753.126,2,1.702367,2007/07/23 19:52:00+00,2
2316557,-14.54577,-72.990441,4753.111,2,1.54483,2007/07/23 19:52:02+00,2
2316558,-14.54576,-72.990431,4753.089,2,1.230957,2007/07/23 19:52:04+00,2
2316559,-14.54575,-72.990426,4753.121,2,2.619578,2007/07/23 19:52:06+00,2
2316560,-14.54573,-72.990413,4753.284,2,4.790916,2007/07/23 19:52:08+00,2
2316561,-14.54569,-72.990396,4753.618,2,1.152871,2007/07/23 19:52:10+00,2
2316562,-14.54568,-72.990399,4752.969,2,1.281785,2007/07/23 19:52:12+00,2
2316563,-14.54567,-72.990393,4753.013,2,1.111925,2007/07/23 19:52:14+00,2
2316564,-14.54566,-72.990392,4753.248,2,1.111826,2007/07/23 19:52:16+00,2
2316565,-14.54565,-72.990391,4753.472,2,3.430104,2007/07/23 19:52:18+00,2
2316566,-14.54562,-72.990383,4753.342,2,2.461824,2007/07/23 19:52:20+00,2
2316567,-14.5456,-72.990373,4752.955,2,2.254901,2007/07/23 19:52:22+00,2
2316568,-14.54558,-72.990369,4753.317,2,2.37534,2007/07/23 19:52:24+00,2
2316569,-14.54556,-72.990361,4752.855,2,0.862333,2007/07/23 19:52:26+00,2
2316570,-14.54556,-72.990369,4753.563,2,0,2007/07/23 19:52:28+00,2
2316571,-14.54556,-72.990369,4753.595,2,0.107803,2007/07/23 19:52:30+00,2
2316572,-14.54556,-72.990368,4753.532,2,2.277929,2007/07/23 19:52:32+00,2
2316573,-14.54554,-72.990373,4753.456,2,3.326925,2007/07/23 19:52:34+00,2
2316574,-14.54551,-72.990371,4754.091,2,2.278026,2007/07/23 19:52:36+00,2
2316575,-14.54549,-72.990376,4753.569,2,3.363343,2007/07/23 19:52:38+00,2
2316576,-14.54546,-72.990371,4753.312,2,3.32173,2007/07/23 19:52:40+00,2
2316577,-14.54543,-72.99037,4753.357,2,2.37534,2007/07/23 19:52:42+00,2
2316578,-14.54541,-72.990362,4754.112,2,2.461824,2007/07/23 19:52:44+00,2
2316579,-14.54539,-72.990352,4753.315,2,3.404551,2007/07/23 19:52:46+00,2
2316580,-14.54536,-72.990345,4752.322,2,4.447514,2007/07/23 19:52:48+00,2
2316581,-14.54532,-72.990341,4751.384,2,4.438419,2007/07/23 19:52:50+00,2
2316582,-14.54528,-72.990338,4750.667,2,1.281785,2007/07/23 19:52:52+00,2
2316583,-14.54527,-72.990332,4750.863,2,1.402982,2007/07/23 19:52:54+00,2
2316584,-14.54526,-72.990324,4750.623,2,1.111826,2007/07/23 19:52:56+00,2
2316585,-14.54525,-72.990323,4750.504,2,2.254901,2007/07/23 19:52:58+00,2
2316586,-14.54523,-72.990319,4750.446,2,0.754528,2007/07/23 19:53:00+00,2
2316587,-14.54523,-72.990312,4750.386,2,2.305864,2007/07/23 19:53:02+00,2
2316588,-14.54521,-72.990306,4750.322,2,1.230867,2007/07/23 19:53:04+00,2
2316589,-14.5452,-72.990301,4750.267,2,1.54483,2007/07/23 19:53:06+00,2
2316590,-14.54519,-72.990291,4750.204,2,2.233721,2007/07/23 19:53:08+00,2
2316591,-14.54518,-72.990273,4750.136,2,1.871378,2007/07/23 19:53:10+00,2
2316592,-14.54517,-72.990259,4749.778,2,1.70229,2007/07/23 19:53:12+00,2
2316593,-14.54516,-72.990247,4749.328,2,2.8138,2007/07/23 19:53:14+00,2
2316594,-14.54515,-72.990223,4748.729,2,2.049218,2007/07/23 19:53:16+00,2
2316595,-14.54514,-72.990207,4748.792,2,0.862333,2007/07/23 19:53:18+00,2
2316596,-14.54514,-72.990199,4748.526,2,0.107803,2007/07/23 19:53:20+00,2
2316597,-14.54514,-72.990198,4748.499,2,1.402982,2007/07/23 19:53:22+00,2
