IDINDEX,LATITUDE,LONGITUDE,MASL,SECONDS,STEPLENGTH,DATETIME,TrailRank
1500373,-15.2057,-72.94951,2582.27,3,5.811486,2007/07/15 12:20:13+00,0
1500374,-15.20568,-72.94946,2582.618,3,5.486228,2007/07/15 12:20:16+00,0
1500375,-15.20567,-72.94941,2581.187,3,2.460575,2007/07/15 12:20:19+00,0
1500376,-15.20565,-72.9494,2581.834,3,3.955159,2007/07/15 12:20:22+00,0
1500377,-15.20562,-72.94942,2582.233,3,2.460578,2007/07/15 12:20:25+00,0
1500378,-15.2056,-72.94943,2583.262,3,2.460486,2007/07/15 12:20:28+00,0
1500379,-15.20558,-72.94942,2583.76,3,2.460621,2007/07/15 12:20:31+00,0
1500380,-15.20556,-72.94943,2585.822,3,1.542575,2007/07/15 12:20:34+00,0
1500381,-15.20555,-72.94944,2587.283,3,2.417554,2007/07/15 12:20:37+00,0
1500382,-15.20556,-72.94946,2588.578,3,3.224041,2007/07/15 12:20:40+00,0
1500383,-15.20556,-72.94949,2588.444,3,2.149394,2007/07/15 12:20:43+00,0
1500384,-15.20556,-72.94951,2588.782,3,1.074647,2007/07/15 12:20:46+00,0
1500385,-15.20556,-72.94952,2589.141,3,1.542717,2007/07/15 12:20:49+00,0
1500386,-15.20555,-72.94953,2589.424,3,2.417509,2007/07/15 12:20:52+00,0
1500387,-15.20556,-72.94955,2589.751,3,6.542391,2007/07/15 12:20:55+00,0
1500388,-15.20557,-72.94961,2590.613,3,3.085365,2007/07/15 12:20:58+00,0
1500389,-15.20555,-72.94963,2591.187,3,1.106748,2007/07/15 12:21:01+00,0
1500390,-15.20554,-72.94963,2591.336,3,3.085293,2007/07/15 12:21:04+00,0
1500391,-15.20552,-72.94965,2591.546,3,4.62801,2007/07/15 12:21:07+00,0
1500392,-15.20549,-72.94968,2592.422,3,2.417601,2007/07/15 12:21:10+00,0
1500393,-15.20548,-72.9497,2592.289,3,2.417466,2007/07/15 12:21:13+00,0
1500394,-15.20547,-72.94972,2589.872,3,3.224142,2007/07/15 12:21:16+00,0
1500395,-15.20547,-72.94975,2589.775,3,3.955159,2007/07/15 12:21:19+00,0
1500396,-15.20544,-72.94977,2589.279,3,3.085365,2007/07/15 12:21:22+00,0
1500397,-15.20542,-72.94979,2589.298,3,4.835109,2007/07/15 12:21:25+00,0
1500398,-15.20544,-72.94983,2586.078,3,2.417554,2007/07/15 12:21:28+00,0
1500399,-15.20543,-72.94985,2585.427,3,1.542648,2007/07/15 12:21:31+00,0
1500400,-15.20542,-72.94986,2585.179,3,0,2007/07/15 12:21:34+00,0
1500401,-15.20542,-72.94986,2585.049,3,2.417601,2007/07/15 12:21:37+00,0
1500402,-15.20541,-72.94988,2584.988,3,5.636949,2007/07/15 12:21:40+00,0
1500403,-15.20536,-72.94989,2583.673,3,5.476542,2007/07/15 12:21:43+00,0
1500404,-15.20532,-72.94992,2581.437,3,4.627941,2007/07/15 12:21:46+00,0
1500405,-15.20529,-72.94995,2581.462,3,2.460621,2007/07/15 12:21:49+00,0
1500406,-15.20527,-72.94996,2581.252,3,1.074647,2007/07/15 12:21:52+00,0
1500407,-15.20527,-72.94997,2581.186,3,2.213397,2007/07/15 12:21:55+00,0
1500408,-15.20525,-72.94997,2580.939,3,4.55549,2007/07/15 12:21:58+00,0
1500409,-15.20521,-72.94998,2580.116,3,1.542717,2007/07/15 12:22:01+00,0
1500410,-15.2052,-72.94999,2579.902,3,3.910702,2007/07/15 12:22:04+00,0
1500411,-15.20518,-72.95002,2581.78,3,3.910759,2007/07/15 12:22:07+00,0
1500412,-15.20516,-72.95005,2581.76,3,4.835156,2007/07/15 12:22:10+00,0
1500413,-15.20514,-72.95009,2582.204,3,3.910783,2007/07/15 12:22:13+00,0
1500414,-15.20512,-72.95012,2582.479,3,4.921109,2007/07/15 12:22:16+00,0
1500415,-15.20508,-72.95014,2582.39,3,3.408683,2007/07/15 12:22:19+00,0
1500416,-15.20507,-72.95017,2582.057,3,3.085365,2007/07/15 12:22:22+00,0
1500417,-15.20505,-72.95019,2583.239,3,4.835198,2007/07/15 12:22:25+00,0
1500418,-15.20507,-72.95023,2583.805,3,3.085293,2007/07/15 12:22:28+00,0
1500419,-15.20505,-72.95025,2585.678,3,3.085293,2007/07/15 12:22:31+00,0
1500420,-15.20503,-72.95027,2587.031,3,3.085365,2007/07/15 12:22:34+00,0
1500421,-15.20501,-72.95029,2590.99,3,3.408683,2007/07/15 12:22:37+00,0
1500422,-15.205,-72.95032,2591.626,3,4.62801,2007/07/15 12:22:40+00,0
1500423,-15.20497,-72.95035,2590.837,3,3.910702,2007/07/15 12:22:43+00,0
1500424,-15.20495,-72.95038,2589.702,3,5.431665,2007/07/15 12:22:46+00,0
1500425,-15.20492,-72.95042,2589.586,3,4.835156,2007/07/15 12:22:49+00,0
1500426,-15.2049,-72.95046,2587.612,3,2.417554,2007/07/15 12:22:52+00,0
1500427,-15.20489,-72.95048,2588.797,3,3.955243,2007/07/15 12:22:55+00,0
1500428,-15.20486,-72.9505,2588.882,3,1.542644,2007/07/15 12:22:58+00,0
1500429,-15.20485,-72.95051,2589.336,3,2.460578,2007/07/15 12:23:01+00,0
1500430,-15.20483,-72.95052,2589.744,3,2.213396,2007/07/15 12:23:04+00,0
1500431,-15.20481,-72.95052,2589.961,3,2.417599,2007/07/15 12:23:07+00,0
1500432,-15.2048,-72.9505,2590.522,3,1.106748,2007/07/15 12:23:10+00,0
1500433,-15.20479,-72.9505,2591.986,3,2.460575,2007/07/15 12:23:13+00,0
1500434,-15.20481,-72.95051,2594.45,3,2.149393,2007/07/15 12:23:16+00,0
1500435,-15.20481,-72.95049,2594.875,3,2.149294,2007/07/15 12:23:19+00,0
1500436,-15.20481,-72.95047,2595.305,3,1.542717,2007/07/15 12:23:22+00,0
1500437,-15.20482,-72.95046,2595.715,3,2.417554,2007/07/15 12:23:25+00,0
1500438,-15.20483,-72.95044,2596.12,3,2.149394,2007/07/15 12:23:28+00,0
1500439,-15.20483,-72.95042,2596.67,3,2.417554,2007/07/15 12:23:31+00,0
1500440,-15.20484,-72.9504,2597.232,3,2.149294,2007/07/15 12:23:34+00,0
1500441,-15.20484,-72.95038,2597.362,3,2.149394,2007/07/15 12:23:37+00,0
1500442,-15.20484,-72.95036,2597.234,3,3.085293,2007/07/15 12:23:40+00,0
1500443,-15.20486,-72.95034,2597.239,3,3.408811,2007/07/15 12:23:43+00,0
1500444,-15.20487,-72.95031,2598.086,3,4.835156,2007/07/15 12:23:46+00,0
1500445,-15.20489,-72.95027,2599.983,3,3.085293,2007/07/15 12:23:49+00,0
1500446,-15.20491,-72.95025,2600.616,3,6.448083,2007/07/15 12:23:52+00,0
1500447,-15.20491,-72.95019,2600.567,3,3.408716,2007/07/15 12:23:55+00,0
1500448,-15.20492,-72.95016,2602.259,3,3.408777,2007/07/15 12:23:58+00,0
1500449,-15.20493,-72.95013,2601.629,3,2.417601,2007/07/15 12:24:01+00,0
1500450,-15.20494,-72.95011,2602.056,3,6.979499,2007/07/15 12:24:04+00,0
1500451,-15.205,-72.95009,2603.325,3,4.438974,2007/07/15 12:24:07+00,0
1500452,-15.20501,-72.95005,2603.964,3,4.298788,2007/07/15 12:24:10+00,0
1500453,-15.20501,-72.95001,2603.98,3,1.542648,2007/07/15 12:24:13+00,0
1500454,-15.20502,-72.95,2604.462,3,3.224041,2007/07/15 12:24:16+00,0
1500455,-15.20502,-72.94997,2605.291,3,4.438974,2007/07/15 12:24:19+00,0
1500456,-15.20503,-72.94993,2606.808,3,5.373436,2007/07/15 12:24:22+00,0
1500457,-15.20503,-72.94988,2606.531,3,4.298789,2007/07/15 12:24:25+00,0
1500458,-15.20503,-72.94984,2605.709,3,3.408683,2007/07/15 12:24:28+00,0
1500459,-15.20504,-72.94981,2606.83,3,4.62801,2007/07/15 12:24:31+00,0
1500460,-15.20507,-72.94978,2607.797,3,4.921109,2007/07/15 12:24:34+00,0
1500461,-15.20511,-72.94976,2609.195,3,2.417601,2007/07/15 12:24:37+00,0
1500462,-15.20512,-72.94974,2609.494,3,3.408716,2007/07/15 12:24:40+00,0
1500463,-15.20513,-72.94971,2609.767,3,2.417599,2007/07/15 12:24:43+00,0
1500464,-15.20512,-72.94969,2609.516,3,3.408683,2007/07/15 12:24:46+00,0
1500465,-15.20513,-72.94966,2609.93,3,3.085293,2007/07/15 12:24:49+00,0
1500466,-15.20515,-72.94964,2610.024,3,3.955243,2007/07/15 12:24:52+00,0
1500467,-15.20518,-72.94962,2609.867,3,5.476542,2007/07/15 12:24:55+00,0
1500468,-15.20522,-72.94959,2610.339,3,3.085224,2007/07/15 12:24:58+00,0
1500469,-15.20524,-72.94957,2610.881,3,1.542717,2007/07/15 12:25:01+00,0
1500470,-15.20525,-72.94956,2612.97,3,3.408683,2007/07/15 12:25:04+00,0
1500471,-15.20526,-72.94953,2613.681,3,5.811486,2007/07/15 12:25:07+00,0
1500472,-15.20524,-72.94948,2614.499,3,2.460575,2007/07/15 12:25:10+00,0
1500473,-15.20522,-72.94947,2618.845,3,3.085291,2007/07/15 12:25:13+00,0
1500474,-15.2052,-72.94945,2618.326,3,1.542645,2007/07/15 12:25:16+00,0
1500475,-15.20519,-72.94944,2615.426,3,2.46062,2007/07/15 12:25:19+00,0
1500476,-15.20517,-72.94943,2616.942,3,2.46053,2007/07/15 12:25:22+00,0
1500477,-15.20515,-72.94944,2619.491,3,2.460621,2007/07/15 12:25:25+00,0
1500478,-15.20513,-72.94945,2619.438,3,3.085293,2007/07/15 12:25:28+00,0
1500479,-15.20511,-72.94947,2619.699,3,3.224042,2007/07/15 12:25:31+00,0
1500480,-15.20511,-72.9495,2620.103,3,3.224042,2007/07/15 12:25:34+00,0
1500481,-15.20511,-72.94953,2620.729,3,1.074647,2007/07/15 12:25:37+00,0
1500482,-15.20511,-72.94954,2621.37,3,1.074747,2007/07/15 12:25:40+00,0
1500483,-15.20511,-72.94955,2621.887,3,3.085293,2007/07/15 12:25:43+00,0
1500484,-15.20509,-72.94957,2622.105,3,0,2007/07/15 12:25:46+00,0
1500485,-15.20509,-72.94957,2622.398,3,3.955159,2007/07/15 12:25:49+00,0
1500486,-15.20506,-72.94959,2622.164,3,3.224042,2007/07/15 12:25:52+00,0
1500487,-15.20506,-72.94962,2621.998,3,2.46053,2007/07/15 12:25:55+00,0
1500488,-15.20504,-72.94963,2622.314,3,3.910759,2007/07/15 12:25:58+00,0
1500489,-15.20502,-72.94966,2621.878,3,3.085293,2007/07/15 12:26:01+00,0
1500490,-15.205,-72.94968,2622.555,3,4.835156,2007/07/15 12:26:04+00,0
1500491,-15.20498,-72.94972,2624.85,3,4.55549,2007/07/15 12:26:07+00,0
1500492,-15.20494,-72.94973,2624.615,3,2.460578,2007/07/15 12:26:10+00,0
1500493,-15.20492,-72.94974,2624.562,3,3.085293,2007/07/15 12:26:13+00,0
1500494,-15.2049,-72.94976,2624.224,3,5.431665,2007/07/15 12:26:16+00,0
1500495,-15.20487,-72.9498,2625.282,3,3.408811,2007/07/15 12:26:19+00,0
1500496,-15.20486,-72.94983,2625.212,3,2.417466,2007/07/15 12:26:22+00,0
1500497,-15.20485,-72.94985,2624.315,3,1.074747,2007/07/15 12:26:25+00,0
1500498,-15.20485,-72.94986,2623.886,3,3.408716,2007/07/15 12:26:28+00,0
1500499,-15.20484,-72.94989,2624.558,3,3.910783,2007/07/15 12:26:31+00,0
1500500,-15.20482,-72.94992,2624.471,3,3.408683,2007/07/15 12:26:34+00,0
1500501,-15.20481,-72.94995,2623.385,3,1.074647,2007/07/15 12:26:37+00,0
1500502,-15.20481,-72.94996,2624.001,3,1.074747,2007/07/15 12:26:40+00,0
1500503,-15.20481,-72.94997,2624.545,3,6.170658,2007/07/15 12:26:43+00,0
1500504,-15.20477,-72.95001,2624.374,3,4.835156,2007/07/15 12:26:46+00,0
1500505,-15.20475,-72.95005,2624.593,3,1.074647,2007/07/15 12:26:49+00,0
1500506,-15.20475,-72.95006,2624.815,3,1.542717,2007/07/15 12:26:52+00,0
1500507,-15.20474,-72.95007,2625.29,3,4.627941,2007/07/15 12:26:55+00,0
1500508,-15.20471,-72.9501,2625.213,3,4.921152,2007/07/15 12:26:58+00,0
1500509,-15.20467,-72.95012,2624.589,3,3.955159,2007/07/15 12:27:01+00,0
1500510,-15.20464,-72.95014,2624.312,3,4.438949,2007/07/15 12:27:04+00,0
1500511,-15.20463,-72.95018,2626.09,3,3.408714,2007/07/15 12:27:07+00,0
1500512,-15.20464,-72.95021,2625.269,3,2.417554,2007/07/15 12:27:10+00,0
1500513,-15.20463,-72.95023,2625.403,3,2.213497,2007/07/15 12:27:13+00,0
1500514,-15.20461,-72.95023,2626.226,3,3.408683,2007/07/15 12:27:16+00,0
1500515,-15.2046,-72.95026,2627.385,3,4.298789,2007/07/15 12:27:19+00,0
1500516,-15.2046,-72.9503,2629.501,3,4.835156,2007/07/15 12:27:22+00,0
1500517,-15.20458,-72.95034,2628.327,3,3.910783,2007/07/15 12:27:25+00,0
1500518,-15.20456,-72.95037,2629.276,3,4.438852,2007/07/15 12:27:28+00,0
1500519,-15.20455,-72.95041,2630.301,3,3.224142,2007/07/15 12:27:31+00,0
1500520,-15.20455,-72.95044,2630.531,3,3.910702,2007/07/15 12:27:34+00,0
1500521,-15.20453,-72.95047,2631.13,3,3.085293,2007/07/15 12:27:37+00,0
1500522,-15.20451,-72.95049,2632.397,3,2.417601,2007/07/15 12:27:40+00,0
1500523,-15.2045,-72.95051,2633.758,3,3.085362,2007/07/15 12:27:43+00,0
1500524,-15.20448,-72.95053,2633.904,3,2.417601,2007/07/15 12:27:46+00,0
1500525,-15.20447,-72.95055,2633.52,3,1.542575,2007/07/15 12:27:49+00,0
1500526,-15.20446,-72.95056,2633.301,3,2.213497,2007/07/15 12:27:52+00,0
1500527,-15.20444,-72.95056,2634.066,3,2.417554,2007/07/15 12:27:55+00,0
1500528,-15.20443,-72.95058,2633.885,3,1.542645,2007/07/15 12:27:58+00,0
1500529,-15.20442,-72.95057,2634.087,3,0,2007/07/15 12:28:01+00,0
1500530,-15.20442,-72.95057,2634.241,3,0,2007/07/15 12:28:04+00,0
1500531,-15.20442,-72.95057,2634.335,3,3.224041,2007/07/15 12:28:07+00,0
1500532,-15.20442,-72.95054,2634.674,3,3.224142,2007/07/15 12:28:10+00,0
1500533,-15.20442,-72.95051,2633.847,3,3.224041,2007/07/15 12:28:13+00,0
1500534,-15.20442,-72.95048,2633.829,3,2.417601,2007/07/15 12:28:16+00,0
1500535,-15.20443,-72.95046,2634.482,3,1.074647,2007/07/15 12:28:19+00,0
1500536,-15.20443,-72.95045,2635.494,3,2.149393,2007/07/15 12:28:22+00,0
1500537,-15.20443,-72.95043,2635.208,3,7.007261,2007/07/15 12:28:25+00,0
1500538,-15.20448,-72.95039,2635.299,3,4.298688,2007/07/15 12:28:28+00,0
1500539,-15.20448,-72.95035,2638.302,3,3.224142,2007/07/15 12:28:31+00,0
1500540,-15.20448,-72.95032,2638.052,3,3.955159,2007/07/15 12:28:34+00,0
1500541,-15.20451,-72.9503,2637.986,3,3.910702,2007/07/15 12:28:37+00,0
1500542,-15.20453,-72.95027,2637.349,3,4.438974,2007/07/15 12:28:40+00,0
1500543,-15.20454,-72.95023,2637.587,3,2.417644,2007/07/15 12:28:43+00,0
1500544,-15.20453,-72.95021,2638.11,3,2.417601,2007/07/15 12:28:46+00,0
1500545,-15.20454,-72.95019,2638.222,3,5.373436,2007/07/15 12:28:49+00,0
1500546,-15.20454,-72.95014,2638.45,3,4.298789,2007/07/15 12:28:52+00,0
1500547,-15.20454,-72.9501,2639.28,3,2.149394,2007/07/15 12:28:55+00,0
1500548,-15.20454,-72.95008,2640.085,3,3.955159,2007/07/15 12:28:58+00,0
1500549,-15.20457,-72.95006,2640.524,3,2.417554,2007/07/15 12:29:01+00,0
1500550,-15.20458,-72.95004,2640.844,3,1.074647,2007/07/15 12:29:04+00,0
1500551,-15.20458,-72.95003,2641.651,3,2.149394,2007/07/15 12:29:07+00,0
1500552,-15.20458,-72.95001,2641.794,3,4.438949,2007/07/15 12:29:10+00,0
1500553,-15.20459,-72.94997,2642.728,3,3.408714,2007/07/15 12:29:13+00,0
1500554,-15.20458,-72.94994,2644.719,3,4.62801,2007/07/15 12:29:16+00,0
1500555,-15.20461,-72.94991,2645.33,3,4.835156,2007/07/15 12:29:19+00,0
1500556,-15.20463,-72.94987,2645.536,3,3.224042,2007/07/15 12:29:22+00,0
1500557,-15.20463,-72.94984,2645.615,3,3.224042,2007/07/15 12:29:25+00,0
1500558,-15.20463,-72.94981,2645.565,3,1.542644,2007/07/15 12:29:28+00,0
1500559,-15.20464,-72.9498,2645.844,3,2.417601,2007/07/15 12:29:31+00,0
1500560,-15.20465,-72.94978,2645.986,3,4.438875,2007/07/15 12:29:34+00,0
1500561,-15.20464,-72.94974,2646.604,3,2.417554,2007/07/15 12:29:37+00,0
1500562,-15.20465,-72.94972,2647.339,3,1.542574,2007/07/15 12:29:40+00,0
1500563,-15.20464,-72.94971,2648.178,3,1.106647,2007/07/15 12:29:43+00,0
1500564,-15.20465,-72.94971,2648.264,3,1.074647,2007/07/15 12:29:46+00,0
1500565,-15.20465,-72.9497,2648.304,3,0,2007/07/15 12:29:49+00,0
1500566,-15.20465,-72.9497,2648.325,3,0,2007/07/15 12:29:52+00,0
1500567,-15.20465,-72.9497,2648.313,3,0,2007/07/15 12:29:55+00,0
1500568,-15.20465,-72.9497,2648.279,3,1.106748,2007/07/15 12:29:58+00,0
1500569,-15.20464,-72.9497,2648.257,3,0,2007/07/15 12:30:01+00,0
1500570,-15.20464,-72.9497,2648.155,3,0,2007/07/15 12:30:04+00,0
1500571,-15.20464,-72.9497,2648.047,3,0,2007/07/15 12:30:07+00,0
1500572,-15.20464,-72.9497,2648.005,3,0,2007/07/15 12:30:10+00,0
1500573,-15.20464,-72.9497,2647.954,3,0,2007/07/15 12:30:13+00,0
1500574,-15.20464,-72.9497,2647.938,3,0,2007/07/15 12:30:16+00,0
1500575,-15.20464,-72.9497,2647.943,3,0,2007/07/15 12:30:19+00,0
1500576,-15.20464,-72.9497,2647.961,3,0,2007/07/15 12:30:22+00,0
1500577,-15.20464,-72.9497,2647.931,3,0,2007/07/15 12:30:25+00,0
1500578,-15.20464,-72.9497,2647.895,3,1.542648,2007/07/15 12:30:28+00,0
1500579,-15.20465,-72.94969,2647.884,3,1.074747,2007/07/15 12:30:31+00,0
1500580,-15.20465,-72.94968,2647.903,3,1.106748,2007/07/15 12:30:34+00,0
1500581,-15.20466,-72.94968,2647.883,3,0,2007/07/15 12:30:37+00,0
1500582,-15.20466,-72.94968,2647.901,3,0,2007/07/15 12:30:40+00,0
1500583,-15.20466,-72.94968,2647.988,3,1.074647,2007/07/15 12:30:43+00,0
1500584,-15.20466,-72.94967,2648.045,3,1.074647,2007/07/15 12:30:46+00,0
1500585,-15.20466,-72.94968,2648.044,3,1.074647,2007/07/15 12:30:49+00,0
1500586,-15.20466,-72.94967,2648.034,3,0,2007/07/15 12:30:52+00,0
1500587,-15.20466,-72.94967,2647.993,3,0,2007/07/15 12:30:55+00,0
1500588,-15.20466,-72.94967,2647.966,3,0,2007/07/15 12:30:58+00,0
1500589,-15.20466,-72.94967,2647.957,3,0,2007/07/15 12:31:01+00,0
1500590,-15.20466,-72.94967,2647.925,3,1.542648,2007/07/15 12:31:04+00,0
1500591,-15.20465,-72.94968,2647.915,3,0,2007/07/15 12:31:07+00,0
1500592,-15.20465,-72.94968,2647.894,3,0,2007/07/15 12:31:10+00,0
1500593,-15.20465,-72.94968,2647.873,3,0,2007/07/15 12:31:13+00,0
1500594,-15.20465,-72.94968,2647.836,3,1.542648,2007/07/15 12:31:16+00,0
1500595,-15.20466,-72.94967,2647.821,3,0,2007/07/15 12:31:19+00,0
1500596,-15.20466,-72.94967,2647.844,3,0,2007/07/15 12:31:22+00,0
1500597,-15.20466,-72.94967,2647.863,3,0,2007/07/15 12:31:25+00,0
1500598,-15.20466,-72.94967,2647.823,3,0,2007/07/15 12:31:28+00,0
1500599,-15.20466,-72.94967,2647.793,3,0,2007/07/15 12:31:31+00,0
1500600,-15.20466,-72.94967,2647.784,3,1.106748,2007/07/15 12:31:34+00,0
1500601,-15.20465,-72.94967,2647.723,3,0,2007/07/15 12:31:37+00,0
1500602,-15.20465,-72.94967,2647.711,3,0,2007/07/15 12:31:40+00,0
1500603,-15.20465,-72.94967,2647.71,3,0,2007/07/15 12:31:43+00,0
1500604,-15.20465,-72.94967,2647.702,3,0,2007/07/15 12:31:46+00,0
1500605,-15.20465,-72.94967,2647.691,3,0,2007/07/15 12:31:49+00,0
1500606,-15.20465,-72.94967,2647.68,3,0,2007/07/15 12:31:52+00,0
1500607,-15.20465,-72.94967,2647.674,3,0,2007/07/15 12:31:55+00,0
1500608,-15.20465,-72.94967,2647.667,3,0,2007/07/15 12:31:58+00,0
1500609,-15.20465,-72.94967,2647.659,3,0,2007/07/15 12:32:01+00,0
1500610,-15.20465,-72.94967,2647.662,3,0,2007/07/15 12:32:04+00,0
1500611,-15.20465,-72.94967,2647.658,3,0,2007/07/15 12:32:07+00,0
1500612,-15.20465,-72.94967,2647.667,3,0,2007/07/15 12:32:10+00,0
1500613,-15.20465,-72.94967,2647.656,3,0,2007/07/15 12:32:13+00,0
1500614,-15.20465,-72.94967,2647.634,3,0,2007/07/15 12:32:16+00,0
1500615,-15.20465,-72.94967,2647.604,3,0,2007/07/15 12:32:19+00,0
1500616,-15.20465,-72.94967,2647.589,3,1.542717,2007/07/15 12:32:22+00,0
1500617,-15.20466,-72.94966,2648.014,3,4.438949,2007/07/15 12:32:25+00,0
1500618,-15.20467,-72.94962,2648.904,3,0,2007/07/15 12:32:28+00,0
1500619,-15.20467,-72.94962,2649.004,3,0,2007/07/15 12:32:31+00,0
1500620,-15.20467,-72.94962,2649.04,3,1.074647,2007/07/15 12:32:34+00,0
1500621,-15.20467,-72.94961,2649.069,3,1.074647,2007/07/15 12:32:37+00,0
1500622,-15.20467,-72.94962,2649.076,3,1.074647,2007/07/15 12:32:40+00,0
1500623,-15.20467,-72.94961,2649.045,3,1.074647,2007/07/15 12:32:43+00,0
1500624,-15.20467,-72.9496,2649.01,3,2.149394,2007/07/15 12:32:46+00,0
1500625,-15.20467,-72.94958,2649.227,3,1.542644,2007/07/15 12:32:49+00,0
1500626,-15.20468,-72.94957,2649.208,3,2.149394,2007/07/15 12:32:52+00,0
1500627,-15.20468,-72.94955,2648.877,3,4.627941,2007/07/15 12:32:55+00,0
1500628,-15.20471,-72.94952,2648.977,3,2.417601,2007/07/15 12:32:58+00,0
1500629,-15.20472,-72.9495,2648.636,3,3.408683,2007/07/15 12:33:01+00,0
1500630,-15.20473,-72.94947,2648.299,3,2.417601,2007/07/15 12:33:04+00,0
1500631,-15.20474,-72.94945,2648.045,3,1.074747,2007/07/15 12:33:07+00,0
1500632,-15.20474,-72.94944,2647.721,3,4.438949,2007/07/15 12:33:10+00,0
1500633,-15.20475,-72.9494,2646.817,3,0,2007/07/15 12:33:13+00,0
1500634,-15.20475,-72.9494,2647.198,3,1.074647,2007/07/15 12:33:16+00,0
1500635,-15.20475,-72.94939,2646.914,3,1.542717,2007/07/15 12:33:19+00,0
1500636,-15.20476,-72.94938,2646.686,3,5.811452,2007/07/15 12:33:22+00,0
1500637,-15.20478,-72.94933,2646.386,3,3.085365,2007/07/15 12:33:25+00,0
1500638,-15.2048,-72.94931,2645.791,3,6.404263,2007/07/15 12:33:28+00,0
1500639,-15.20485,-72.94928,2645.792,3,3.224142,2007/07/15 12:33:31+00,0
1500640,-15.20485,-72.94925,2645.036,3,3.224042,2007/07/15 12:33:34+00,0
1500641,-15.20485,-72.94922,2645.058,3,3.489764,2007/07/15 12:33:37+00,0
1500642,-15.20488,-72.94921,2643.514,3,2.417512,2007/07/15 12:33:40+00,0
1500643,-15.20489,-72.94919,2642.805,3,1.542717,2007/07/15 12:33:43+00,0
1500644,-15.2049,-72.94918,2642.309,3,0,2007/07/15 12:33:46+00,0
1500645,-15.2049,-72.94918,2642.031,3,4.835109,2007/07/15 12:33:49+00,0
1500646,-15.20488,-72.94914,2641.61,3,5.486228,2007/07/15 12:33:52+00,0
1500647,-15.20487,-72.94909,2642.106,3,1.542716,2007/07/15 12:33:55+00,0
1500648,-15.20486,-72.94908,2641.931,3,1.542648,2007/07/15 12:33:58+00,0
1500649,-15.20487,-72.94907,2641.834,3,2.149393,2007/07/15 12:34:01+00,0
1500650,-15.20487,-72.94905,2641.803,3,5.486228,2007/07/15 12:34:04+00,0
1500651,-15.20486,-72.949,2640.597,3,3.408714,2007/07/15 12:34:07+00,0
1500652,-15.20485,-72.94897,2638.945,3,4.438974,2007/07/15 12:34:10+00,0
1500653,-15.20486,-72.94893,2638.463,3,4.438949,2007/07/15 12:34:13+00,0
1500654,-15.20487,-72.94889,2637.532,3,3.224042,2007/07/15 12:34:16+00,0
1500655,-15.20487,-72.94886,2634.892,3,5.486228,2007/07/15 12:34:19+00,0
1500656,-15.20486,-72.94881,2633.001,3,5.486231,2007/07/15 12:34:22+00,0
1500657,-15.20487,-72.94876,2631.272,3,1.074747,2007/07/15 12:34:25+00,0
1500658,-15.20487,-72.94875,2631.687,3,1.074647,2007/07/15 12:34:28+00,0
1500659,-15.20487,-72.94874,2631.385,3,5.811486,2007/07/15 12:34:31+00,0
1500660,-15.20485,-72.94869,2631.702,3,3.955159,2007/07/15 12:34:34+00,0
1500661,-15.20488,-72.94867,2632.249,3,3.408716,2007/07/15 12:34:37+00,0
1500662,-15.20489,-72.94864,2632.601,3,2.417599,2007/07/15 12:34:40+00,0
1500663,-15.20488,-72.94862,2632.463,3,2.149394,2007/07/15 12:34:43+00,0
1500664,-15.20488,-72.9486,2632.266,3,2.149394,2007/07/15 12:34:46+00,0
1500665,-15.20488,-72.94858,2632.137,3,4.298788,2007/07/15 12:34:49+00,0
1500666,-15.20488,-72.94854,2632.01,3,5.373437,2007/07/15 12:34:52+00,0
1500667,-15.20488,-72.94849,2631.353,3,3.408716,2007/07/15 12:34:55+00,0
1500668,-15.20489,-72.94846,2631.482,3,3.408714,2007/07/15 12:34:58+00,0
1500669,-15.20488,-72.94843,2631.813,3,3.955156,2007/07/15 12:35:01+00,0
1500670,-15.20485,-72.94841,2631.542,3,1.074747,2007/07/15 12:35:04+00,0
1500671,-15.20485,-72.9484,2631.582,3,3.910702,2007/07/15 12:35:07+00,0
1500672,-15.20487,-72.94837,2631.822,3,6.542377,2007/07/15 12:35:10+00,0
1500673,-15.20488,-72.94831,2631.549,3,3.955159,2007/07/15 12:35:13+00,0
1500674,-15.20491,-72.94829,2631.94,3,4.438974,2007/07/15 12:35:16+00,0
1500675,-15.20492,-72.94825,2632.856,3,2.417554,2007/07/15 12:35:19+00,0
1500676,-15.20493,-72.94823,2632.397,3,4.628013,2007/07/15 12:35:22+00,0
1500677,-15.20496,-72.9482,2632.386,3,1.542717,2007/07/15 12:35:25+00,0
1500678,-15.20497,-72.94819,2633.708,3,4.438852,2007/07/15 12:35:28+00,0
1500679,-15.20498,-72.94815,2635.09,3,3.408811,2007/07/15 12:35:31+00,0
1500680,-15.20499,-72.94812,2636.245,3,3.408714,2007/07/15 12:35:34+00,0
1500681,-15.20498,-72.94809,2636.693,3,2.417599,2007/07/15 12:35:37+00,0
1500682,-15.20497,-72.94807,2636.578,3,4.298689,2007/07/15 12:35:40+00,0
1500683,-15.20497,-72.94803,2636.147,3,4.835153,2007/07/15 12:35:43+00,0
1500684,-15.20495,-72.94799,2635.155,3,4.298789,2007/07/15 12:35:46+00,0
1500685,-15.20495,-72.94795,2634.502,3,2.417554,2007/07/15 12:35:49+00,0
